name,lat,lon,source,type_raw,subtype,date_bp,gc_distance_km,cluster
Onthyrion,39.4549019796,21.7674827136,pleiades,settlement,utilitarian,2700,1161.8,Other
Untitled,37.263143,9.51335,pleiades,quarry,utilitarian,1980,1162.0,Other
Bizmoune Cave,31.676666666,-9.569166666,wikidata,archaeological_site,natural_cave,,1169.3,Other
Callao Cave,17.70326111,121.82375,wikidata,megalithic_monument,natural_cave,,1171.7,Other
Unnamed iron mine,36.886538,7.446431,pleiades,mine-2,utilitarian,1980,1172.9,Other
Trapani,38.017131,12.51783,pleiades,quarry,utilitarian,1980,1174.4,Other
Grotta dell'Addaura,38.186408,13.353063,megalithic_portal,Cave or Rock Shelter,natural_cave,,1174.7,Other
Grotta dei Puntali,38.15049,13.15576,megalithic_portal,Cave or Rock Shelter,natural_cave,,1175.0,Other
Berberkayasi,40.426843,29.740486,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1175.0,Other
Kapilikaya Rock Tomb,40.75664,34.91403,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1176.4,Other
Komotit,19.566666,34.983333,pleiades,mine-2,utilitarian,2500,1176.4,Other
Grotta del Genovese,38.00188,12.32193,megalithic_portal,Cave or Rock Shelter,natural_cave,,1177.0,Other
Cave Anemotrypa,39.5131658,21.0869213,wikidata,megalithic_monument,natural_cave,,1178.4,Other
Grotta Regina,38.215642,13.324545,pleiades,cave,natural_cave,2500,1178.5,Other
Grotta dell'Uzzo,38.110095,12.786513,megalithic_portal,Cave or Rock Shelter,natural_cave,,1178.6,Other
Scurati Caves,38.09330278,12.67087222,wikidata,archaeological_site,natural_cave,,1179.2,Other
Nigeim,19.483333,34.266666,pleiades,mine,utilitarian,2500,1181.2,Other
Djebel Felfela,36.89839,7.142645,pleiades,quarry,utilitarian,2280,1181.9,Other
Panchalinga Cave Temple,14.9877079,74.5283745,megalithic_portal,Cave or Rock Shelter,rock_cut_monumental,,1184.8,Other
Barranco de La Calderera,28.54857,-17.79015,megalithic_portal,Cave or Rock Shelter,natural_cave,,1186.3,Other
La Calderera,28.552,-17.791,megalithic_portal,Cave or Rock Shelter,natural_cave,,1186.6,Other
Untitled,36.792597,6.516861,pleiades,quarry,utilitarian,1980,1186.8,Other
Untitled,38.75,15.75,pleiades,quarry,utilitarian,1980,1187.4,Other
Theopetra Cave,39.679192,21.680659,megalithic_portal,Cave or Rock Shelter,natural_cave,,1187.7,Other
Zar Trypa Cave Sanctuary,39.82,22.642,pleiades,"sanctuary, cave",natural_cave,2500,1189.2,Other
Argyria,41.005623,38.869903,pleiades,mine-2,utilitarian,1980,1190.7,Other
Untitled,38.5,68.5,pleiades,mine,utilitarian,1650,1190.9,Other
Untitled,38.5,68.5,pleiades,mine,utilitarian,1650,1190.9,Other
Untitled,38.5,68.5,pleiades,mine-2,utilitarian,1650,1190.9,Other
Untitled,36.85102,6.562665,pleiades,quarry,utilitarian,1980,1191.9,Other
Mount Bolu Tunnel,40.748,31.4582,wikidata,megalithic_monument,natural_cave,,1196.7,Other
Ghar Roubane,34.602227,-1.778333,pleiades,mine-2,utilitarian,1980,1198.3,Other
Sandarakourgion Oros,40.9780582,34.8062245,pleiades,"unlocated, mountain, mine-2",utilitarian,1980,1201.5,Other
Capricorn Caves,-23.167333333,150.491008333,wikidata,megalithic_monument,natural_cave,,1201.5,Other
Terme di Caronte,38.9740422,16.2598678,pleiades,bath,utilitarian,250,1202.0,Other
Aque Ange,38.9740422,16.2598678,pleiades,"unlocated, bath",utilitarian,1650,1202.0,Other
Cave of Perama,39.694911,20.8462264,wikidata,megalithic_monument,natural_cave,,1202.0,Other
Silver Mine Bay Viewing Deck,22.266991765,113.998260498,wikidata,megalithic_monument,utilitarian,,1203.3,Southeast Asia
Akbou mausoleum,36.446241,4.52919,pleiades,tomb,utilitarian,1980,1203.5,Other
Untitled,36.630438,5.224151,pleiades,quarry,utilitarian,1980,1204.0,Other
Sidi Hamza,34.863734,-1.127986,pleiades,quarry,utilitarian,1980,1204.8,Other
Cholbesina,38.9610841401,66.8994485968,pleiades,settlement,utilitarian,1980,1209.1,Other
Panda,38.9610841401,66.8994485968,pleiades,"unlocated, settlement",utilitarian,1980,1209.1,Other
Big Grizzly Mountain Runaway Mine Cars,22.31019,114.042528,wikidata,megalithic_monument,utilitarian,,1209.7,Southeast Asia
Konispol cave,39.67508316,20.17597198,wikidata,archaeological_site,natural_cave,,1210.3,Other
Temesa Copper Mines,39.036454,16.159633,pleiades,mine-2,utilitarian,2280,1210.6,Other
Untitled,38.5,69.5,pleiades,mine,utilitarian,1650,1211.6,Other
Untitled,38.5,69.5,pleiades,mine,utilitarian,1650,1211.6,Other
Untitled,38.5,69.5,pleiades,mine,utilitarian,1650,1211.6,Other
Cueva del Flaire,28.76092,-17.88831,megalithic_portal,Cave or Rock Shelter,natural_cave,,1211.7,Other
Unnamed quarry (on Proconnesus Ins.),40.629,27.666,pleiades,quarry,utilitarian,2500,1217.1,Other
Çamdağ,40.888502,30.77589,pleiades,mine-2,utilitarian,2280,1217.5,Other
Coreca Caves,39.09361111,16.08416667,wikidata,archaeological_site,natural_cave,,1218.3,Other
Tekkekoy Caves,41.204701,36.461391,megalithic_portal,Cave or Rock Shelter,natural_cave,,1219.5,Other
Gebel Raihob,19.150946,34.843659,pleiades,mine-2,utilitarian,2500,1221.7,Other
El Habel tunnel (Saldae aqueduct),36.7558597898,4.9743696513,pleiades,"tunnel, aqueduct",utilitarian,1980,1224.1,Other
Abu Hashim,19.025205,33.632275,pleiades,mine,utilitarian,2500,1227.6,Other
Hellenistic theater at Dion,40.172417,22.491944,pleiades,theatre,modified_cave,2280,1230.0,Other
Vardzia,41.3808676152,43.2838096775,pleiades,"monastery, cave",natural_cave,850,1231.5,Other
Wall of Constantine,40.875,28.875,pleiades,city-wall,utilitarian,1650,1232.4,Other
Ain Tekbalet,35.110303,-1.191519,pleiades,mine-2,utilitarian,1980,1232.6,Other
Marru,18.967841,33.567397,pleiades,"settlement, mine",utilitarian,2500,1233.5,Other
Ruzai,36.6821605,4.285625,pleiades,settlement,utilitarian,1650,1235.1,Other
Gebel Absol,18.908611,33.485263,pleiades,mine,utilitarian,2500,1239.4,Other
Grotte des Pigeons,34.814536,-2.404262,megalithic_portal,Cave or Rock Shelter,natural_cave,,1240.6,Other
Gebel Gurad,19.000187,35.36573,pleiades,mine,utilitarian,2500,1241.6,Other
Petralona cave,40.369697,23.159151,wikidata,archaeological_site,natural_cave,,1242.4,Other
Agilaam (river),35.9239305682,1.1896739949,pleiades,"unlocated, river, reservoir",utilitarian,1650,1244.4,Other
Basilica Cistern (Istanbul),41.008,28.978,curated,artificial_complex,artificial_complex,1420,1246.1,Other
Atiranachanda Cave Temple,12.657777777,80.209444444,wikidata,temple,rock_cut_monumental,,1246.4,Other
Bulak Cave,41.274788,32.624382,wikidata,megalithic_monument,natural_cave,,1246.9,Other
Chalcidice,40.4430037403,23.4081095237,pleiades,"cape, region, label",utilitarian,2500,1247.0,Other
Goranxi flint mine,40.014478,20.185364,wikidata,archaeological_site,utilitarian,,1247.2,Other
Alyke,40.6049081,24.7426456,pleiades,"settlement, archaeological-site, quarry",utilitarian,2700,1247.6,Other
Untitled,40.617967,24.734538,pleiades,quarry,utilitarian,1980,1249.1,Other
Ganesh Ratha,12.6184304381,80.1925043163,pleiades,"shrine, temple-2",rock_cut_monumental,1350,1251.1,Other
Varaha Cave,12.6180857,80.1922234,pleiades,"shrine, cave, temple-2",rock_cut_monumental,1350,1251.2,Other
Dharmaraja Cave,12.6147635,80.1916985,pleiades,"cave, shrine, temple-2, archaeological-site",rock_cut_monumental,1350,1251.5,Other
Dharmaraja Ratha,12.6086972432,80.1895125641,pleiades,"shrine, temple-2",rock_cut_monumental,1350,1252.2,Other
Five Rathas,12.6089510411,80.1895901024,pleiades,"sanctuary, shrine, temple-2",rock_cut_monumental,,1252.2,Other
Limenaria,40.642284,24.592235,pleiades,mine,utilitarian,2700,1253.6,Other
Untitled,40.667012,24.745142,pleiades,mine-2,utilitarian,2700,1254.4,Other
Untitled,40.667469,24.6136,pleiades,mine,utilitarian,1980,1256.1,Other
Cehennemağzı Cave,41.29131,31.41024,wikidata,archaeological_site,natural_cave,,1257.2,Other
Silver Cave,24.64473,110.434685,wikidata,megalithic_monument,natural_cave,,1257.8,Southeast Asia
Maries,40.700814,24.623563,pleiades,mine,utilitarian,2700,1259.6,Other
Rock Shelter near Khemisset,33.81,-6.06,megalithic_portal,Cave or Rock Shelter,natural_cave,,1260.2,Other
Kalirachi,40.701267,24.571001,pleiades,mine,utilitarian,2700,1260.3,Other
Malakoff,36.093437,1.226902,pleiades,quarry,utilitarian,1980,1261.0,Other
Cyclops cave,40.848378,25.746484,wikidata,archaeological_site,natural_cave,,1262.3,Other
Untitled,40.747565,24.738633,pleiades,quarry,utilitarian,1980,1263.3,Other
Prinos-Sotiro,40.741052,24.592607,pleiades,mine,utilitarian,2700,1264.4,Other
Untitled,40.75,24.25,pleiades,quarry,utilitarian,2500,1269.7,Other
Sofular Cave,41.44684,31.96463,wikidata,megalithic_monument,natural_cave,,1270.4,Other
Erçek Cave,41.4465,31.9174,wikidata,megalithic_monument,natural_cave,,1270.7,Other
Çayırköy Cave,41.451858,31.9872469,wikidata,megalithic_monument,natural_cave,,1270.8,Other
Gökgöl Cave,41.44305556,31.83138889,wikidata,megalithic_monument,natural_cave,,1270.9,Other
Amankutan cave,39.47751389,67.213175,wikidata,archaeological_site,natural_cave,,1271.2,Other
Maroneia Cave,40.932301,25.50372,pleiades,cave,natural_cave,5950,1274.4,Other
Grotta Zinzulusa,40.0132,18.4335,megalithic_portal,Cave or Rock Shelter,natural_cave,,1275.9,Other
Untitled,40.75,23.75,pleiades,quarry,utilitarian,2500,1276.2,Other
Untitled,40.75,23.75,pleiades,mine,utilitarian,2500,1276.2,Other
Untitled,34.25,-5.25,pleiades,quarry,utilitarian,1980,1277.4,Other
Grotta Trinità,39.995809,18.1934563,pleiades,"sanctuary, cave",natural_cave,,1278.1,Other
Grotta dei Cervi,40.0828176,18.4849468,pleiades,cave,modified_cave,,1282.6,Other
Chénoua,36.627846,2.400851,pleiades,quarry,utilitarian,1980,1282.7,Other
Tazout,35.814677,-0.457061,pleiades,mine-2,utilitarian,1980,1283.1,Other
Dragon's Cave,40.50558,21.28453,wikidata,megalithic_monument,natural_cave,,1284.0,Other
Mokada Nazizi,36.56575,2.092727,pleiades,quarry,utilitarian,1980,1285.1,Other
Arou Djaoud,36.556259,2.050352,pleiades,quarry,utilitarian,1980,1285.4,Other
Cave-Hardy,36.5726521905,2.10738445012,pleiades,villa,natural_cave,1980,1285.4,Other
Untitled,40.987239,24.99247,pleiades,mine,utilitarian,2500,1286.6,Other
Djebel Orousse,35.866663,-0.416673,pleiades,quarry,utilitarian,1980,1287.2,Other
Grotta delle Veneri,40.0703166,18.1143944,pleiades,cave,natural_cave,,1287.6,Other
Batu Caves,3.2374,101.683905555,wikidata,megalithic_monument,natural_cave,,1287.6,Southeast Asia
Untitled,40.984056,24.500399,pleiades,mine,utilitarian,2500,1292.3,Other
Thomas Quarry,33.566666666,-7.7,wikidata,archaeological_site,utilitarian,,1293.5,Other
Bou Khenndak Copper Mines,36.46667,1.36667,pleiades,mine-2,utilitarian,,1296.0,Other
Oued Akrech,33.93,-6.799999,pleiades,quarry,utilitarian,1980,1298.6,Other
Merachiche,36.48186,1.33203,pleiades,"settlement, settlement-modern",utilitarian,1980,1298.7,Other
Falemauga Caves,-13.916111,-171.822222,wikidata,archaeological_site,natural_cave,,1299.1,Other
Alistratis cave,41.027313456,24.010874758,wikidata,megalithic_monument,natural_cave,,1303.3,Other
Smugglers' Cave,33.921577777,-6.961591666,wikidata,archaeological_site,natural_cave,,1303.5,Other
Rocavecchia,40.2872861337,18.426358666,pleiades,settlement,natural_cave,2700,1305.9,Other
Conventico Caves,35.294331,-2.93353,wikidata,megalithic_monument,natural_cave,,1307.7,Other
Grotta del Romito,39.91095,15.9291,megalithic_portal,Cave or Rock Shelter,natural_cave,,1309.8,Other
Seven-Star Cave,25.2739327,110.3114198,wikidata,megalithic_monument,natural_cave,,1313.1,Other
Reed Flute Cave,25.30444444,110.27555556,wikidata,megalithic_monument,natural_cave,,1314.4,Other
Togni,18.271142,35.396707,pleiades,mine,utilitarian,2500,1322.7,Other
Rock Cut Pallava Temple,12.16768839,79.46825873,wikidata,temple,rock_cut_monumental,,1323.8,Other
Untitled,41.25,24.25,pleiades,mine,utilitarian,2500,1324.7,Other
Cave of Angitis,41.219986,23.894169,wikidata,megalithic_monument,natural_cave,,1326.0,Other
Cutta Cutta Caves Nature Park,-14.5758,132.471,wikidata,megalithic_monument,natural_cave,,1333.1,Other
Ovchevo Rock Cut Tomb,41.45,25.316667,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1333.6,Other
Dzudzuana cave,42.312777777,43.317777777,wikidata,archaeological_site,natural_cave,,1335.2,Other
Monte Papalucio,40.4990431,17.6477314,pleiades,"sanctuary, cave",natural_cave,,1342.4,Other
Satsurblia Cave,42.388111111,42.606166666,wikidata,archaeological_site,natural_cave,,1342.7,Other
Sharenka (cave),41.489741666,24.915652777,wikidata,megalithic_monument,natural_cave,,1342.8,Other
Harman Kaya,41.57389,25.51639,megalithic_portal,Cave or Rock Shelter,natural_cave,,1344.9,Other
Vitolište,41.164943,21.83484,pleiades,"settlement, mine-2",utilitarian,1980,1348.1,Other
Uhlovitsa Cave,41.514161,24.660061,wikidata,megalithic_monument,natural_cave,,1348.6,Other
Pchelari Rock Cut Tomb,41.633333,25.683333,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1349.5,Other
Rožden,41.209378,21.954909,pleiades,"settlement, mine",utilitarian,1980,1351.3,Other
Dupnisa Cave,41.8406,27.5561,wikidata,megalithic_monument,natural_cave,,1351.9,Other
Lâki,41.445921,23.721644,pleiades,mine,utilitarian,1980,1353.0,Other
Perperikon Tombs,41.683489,25.464678,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1357.5,Other
Montevicoli Caves,40.6411,17.5039,wikidata,megalithic_monument,natural_cave,,1360.4,Other
Perperakion,41.715005,25.471032,pleiades,"settlement, mine",utilitarian,1980,1360.9,Other
Spiaggia del Riso Domus de Janas,39.1223032,9.5099558,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1361.0,Other
Openica,41.183707,20.868317,pleiades,"settlement, mine-2",utilitarian,1980,1364.5,Other
Yagodinska (cave),41.628583333,24.329388888,wikidata,megalithic_monument,natural_cave,,1365.3,Other
Ilovica,41.454267,22.830265,pleiades,mine,utilitarian,1980,1365.8,Other
Big Miner,-23.420533161,147.69983031,wikidata,megalithic_monument,utilitarian,,1365.9,Other
Nenkovo Rock Womb,41.733333,25.166667,megalithic_portal,Cave or Rock Shelter,natural_cave,,1366.6,Other
Nok Caves,10.6711801,0.139097,wikidata,megalithic_monument,natural_cave,,1369.6,Other
Monti Ferru Domus de Janas,39.297886,9.600691,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1377.7,Other
Sassi di Matera,40.666,16.611,curated,rock_cut_monumental,rock_cut_monumental,9000,1379.1,Other
Necropoli fenicio-punica di Tuvixeddu,39.2285507,9.1016471,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1382.0,Other
Montessu Necropolis,39.13316,8.66828,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1382.2,Other
Pranedda Domus de Janas,39.1479847,8.7165678,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1382.6,Other
Underground Shrine (Paestum),40.4232711,15.00488995,pleiades,"sanctuary, shrine",rock_cut_monumental,2500,1383.1,Other
Locci Santus Domus de Janas,39.1196771,8.4924209,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1385.0,Other
Grotte di Pertosa Auletta,40.53704,15.45502,megalithic_portal,Cave or Rock Shelter,natural_cave,,1386.7,Other
Castelcivita Caves,40.49549,15.20916,wikidata,archaeological_site,natural_cave,,1386.9,Other
Santu Basileddu Domus de Janas,39.3172547,9.2497976,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1388.0,Other
Cannas di Sotto Domus de Janas,39.1632801,8.5314953,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1388.7,Other
Sa Domu 'e S'Orcu Domus de Janas,39.320556,9.230278,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1388.8,Other
Cueva de los Tayos,-1.933333,-77.792778,megalithic_portal,Cave or Rock Shelter,natural_cave,,1391.0,Peru / Andes
Castellana Caves,40.875555555,17.148611111,wikidata,megalithic_monument,natural_cave,,1392.2,Other
Pranu Narbonis,39.4315443,9.5412076,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1393.4,Other
Dinosaur Quarry of Altamura,40.80625,16.6245,wikidata,archaeological_site,utilitarian,,1394.1,Other
Hypogeum of Sant'Iroxi,39.336111,8.920278,wikidata,archaeological_site,rock_cut_monumental,,1397.8,Other
Untitled,41.75,22.75,pleiades,mine,utilitarian,1980,1399.4,Other
Monte Zara Domus de Janas,39.3828134,9.0508515,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1399.7,Other
Untitled,41.779175,22.908185,pleiades,mine-2,utilitarian,1650,1400.4,Other
Su Cungiau 'e Su Topi Domus de Janas,39.2594116,8.4653199,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1400.6,Other
Grotta di Lamalunga,40.871861111,16.5875,wikidata,archaeological_site,natural_cave,,1401.9,Other
Untitled,41.783029,22.783879,pleiades,mine,utilitarian,1650,1402.5,Other
S'Oru Domus de Janas,39.5372654,9.6304232,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1402.6,Other
La grotta di Lamalunga,40.889482,16.568549,megalithic_portal,Cave or Rock Shelter,natural_cave,,1404.1,Other
Iglesias,39.312681,8.534334,pleiades,mine-2,utilitarian,2280,1404.6,Other
Untitled,41.79121,22.655903,pleiades,mine,utilitarian,2700,1405.2,Other
Fuyan Cave,25.65075,111.48033333,wikidata,archaeological_site,natural_cave,,1406.6,Other
Snezhanka cave,42.0042017,24.2786114,wikidata,megalithic_monument,natural_cave,,1407.2,Other
Monte Serico,40.85476,16.151405,pleiades,"settlement, fort",utilitarian,2700,1408.0,Other
Monte Luna Necropoli Punica,39.5105884,9.1445678,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1411.2,Other
Corongiu II Domus de Janas,39.498247,9.058205,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1411.9,Other
Minerva temple at Punta della Campanella,40.569248,14.324791,pleiades,temple-2,utilitarian,2700,1412.2,Other
Minervae (promontory),40.5690447,14.3246265,pleiades,cape,utilitarian,1980,1412.2,Other
Grotta dello Smeraldo,40.615,14.56694444,wikidata,megalithic_monument,natural_cave,,1412.4,Other
S'Acqua Salida Domus de Janas,39.504854,9.060174,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1412.5,Other
Grutta Niedda Domus de Janas,39.493862,9.003902,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1412.7,Other
Untitled,41.75,21.75,pleiades,quarry,utilitarian,2280,1413.4,Other
Blue Grotto,40.56102,14.205419,wikidata,megalithic_monument,natural_cave,,1413.7,Other
Grugua,39.383355,8.457435,pleiades,mine-2,utilitarian,1650,1414.0,Other
Metalla,39.394012,8.500199,pleiades,"settlement, mine-2",utilitarian,2280,1414.1,Other
Roman quarry of Antas,39.3970655,8.5054684,pleiades,quarry,utilitarian,1980,1414.3,Other
Sa Rocca Pertunta 1 Domus de Janas,39.517359,9.0160458,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1414.9,Other
Sa Rocca Pertunta 2 Domus de Janas,39.517538,9.0154825,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1415.0,Other
Serrionis Domus de Janas,39.5758848,9.2709938,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1415.2,Other
Villacidro,39.458727,8.738612,pleiades,mine-2,utilitarian,2280,1415.3,Other
Fossada Domus de Janas,39.6163009,9.3328321,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1418.0,Other
Fluminimaggiore,39.437896,8.496933,pleiades,mine-2,utilitarian,1650,1418.9,Other
Bau 'e Carrus Domus de Janas,39.685418,9.556859,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1420.2,Other
New Athos Cave,43.09065,40.810008333,wikidata,megalithic_monument,natural_cave,,1420.4,Other
Tueri Grotta,39.6681326,9.4249392,megalithic_portal,Cave or Rock Shelter,natural_cave,,1421.4,Other
Sant'Egidio del Monte Albino aqueduct,40.7328029,14.6042778,pleiades,aqueduct,utilitarian,1980,1424.4,Other
Ma'anshan Cave,28.121666666,106.776944444,wikidata,archaeological_site,natural_cave,,1424.4,Other
Santa Caterina Domus de Janas,39.6677898,9.2761758,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1424.9,Other
Untitled,39.5,8.5,pleiades,quarry,utilitarian,1980,1425.4,Other
Arbus,39.527055,8.598949,pleiades,mine,utilitarian,2280,1425.9,Other
Monte Arista Domus de Janas,39.7680076,9.6539354,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1426.7,Other
Jewish catacombs of Venosa,40.978856,15.839815,wikidata,archaeological_site,artificial_complex,,1427.3,Other
Tomb of Nigidius Alleius Maius,40.7479472971,14.4905766726,pleiades,tomb,utilitarian,1949,1428.2,Other
House of M. Spurius Saturninus and D. Volcius Modestus,40.7501547,14.4833927,pleiades,townhouse,utilitarian,1980,1428.6,Other
Su Motti Domus de Janas,39.702379,9.252414,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1429.1,Other
Liang Bua Cave,-8.53061,120.44329,megalithic_portal,Cave or Rock Shelter,natural_cave,,1429.8,Other
Villa in via Casone Grotta,40.761322,14.479286,pleiades,villa,modified_cave,1980,1429.9,Other
Villa del fondo Ippolito Zurlo,40.76841,14.4732795,pleiades,villa,natural_cave,2200,1430.8,Other
Minervino Murge,41.085323,16.079226,pleiades,settlement,utilitarian,2700,1434.4,Other
Ermaia Akra,35.523027,-6.005891,pleiades,"production, mine",utilitarian,2280,1434.5,Other
Di Frissas Domus de Janas,39.75554,9.225,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1435.4,Other
Iba Manna Domus de Janas,39.85236,9.65255,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1435.8,Other
Grotta di Santa Croce,41.177055,16.469138,wikidata,archaeological_site,natural_cave,,1437.2,Other
Is Arceddas Domus de Janas,39.8576702,9.6106875,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,1437.3,Other
Tahadart,35.572398,-5.990335,pleiades,"production, mine",utilitarian,2280,1439.0,Other
Serbissi Grotta,39.8456222,9.4609666,megalithic_portal,Cave or Rock Shelter,natural_cave,,1439.5,Other
Grotta di Seiano,40.7982425712,14.1804084584,pleiades,tunnel,modified_cave,1980,1439.8,Other
Vrelo Cave,41.933889,21.295833,wikidata,megalithic_monument,natural_cave,,1440.2,Other
Grotta della Dragonara,40.7847675,14.0850637,pleiades,cistern,utilitarian,1980,1440.3,Other
