lat,lon,country,site_name,site_type,feature_type,n_dates
47.1992,8.5239,CH,"Baar, Früebergstrasse",,,9
46.0824,7.2101,CH,Bagnes-Villette - Les Dzardis,,,9
46.2728,6.9485,CH,Barmaz I,,,2
47.5835,7.5959,CH,"Basel BS, Neuhausstrasse 31",,,2
46.6856,6.5654,CH,Bavois - En Raillon,settlement,settlement,13
46.684,6.5659,CH,Bavois-en Raillon,settlement,settlement,2
46.6865,6.5746,CH,Bavois-en-Raillon,,,9
46.19,9.03,CH,Bellinzona - Castel Grande,,,9
46.193,9.0214,CH,"Bellinzona, Castel Grande",,,3
46.23917,7.0061,CH,Bex VD-les Mûriers,,,2
46.8554,7.1872,CH,"Birch, Düdingen",,,3
47.36,8.4513,CH,Birmensdorf-Rameren,,,42
47.3434,8.4558,CH,Birmensdorf-Wannenboden,,,9
47.4285,7.5508,CH,"Birsmatten, Basisgrotte",cave/rockshelter,cave/rockshelter,23
46.4856,9.6434,CH,"Bivio GR, Stalveder, nördlich Guet da Beiva",,,3
47.5033,9.4268,CH,Bleiche 2,,,15
47.2895,8.3233,CH,"Boswil AG, Eibolde",,,6
46.6304,7.0466,CH,"Bulle FR, La Prila I",,,3
46.6311,7.0619,CH,"Bulle FR, Le Terraillet",,,3
46.6258,7.0428,CH,"Bulle FR, Planchy d’Avau",,,3
46.2577,9.1412,CH,Castaneda - Pian del Remit,,,3
46.74,9.41,CH,Cazis - Petrushügel,,,12
46.711,9.431,CH,Cazis-Cresta,,,21
46.8226,6.826,CH,"Châbles FR, Le Péchau",,,3
47.1778,8.4604,CH,Cham - Eslen,,,21
47.18,8.47,CH,"Cham - St. Andreas, Strandbad",,,1
47.2125,8.4595,CH,Cham-Oberwil,,,39
46.4706,7.1303,CH,Chateaux d'Oex VD,,,2
46.27,6.95,CH,Collombey-Muraz - Barmaz I,,,63
46.2353,6.1903,CH,Cologny GE-La Belotte,,,4
46.4631,6.8434,CH,Corseaux-sur-Vevey - En Seyton,,,4
46.26,6.2,CH,"Corsier, Port",,,9
46.906,7.0961,CH,"Courgevaux FR, Le Marais 1",,,6
46.9063,7.1082,CH,Courgevaux-En Triva,,,3
46.8729,9.4114,CH,"Crestis, Tamins",settlement,settlement,6
46.0777,7.1435,CH,Cretazz-Polet,,,2
47.2575,8.4437,CH,"Dachlissen, Wandacher",,,6
46.7807,9.8435,CH,"Davos, Tigignas",,,3
46.914,6.9559,CH,Delley - Portalban II,,,2
46.9125,6.962,CH,Delley-Portalban II,,,18
47.4769,7.6138,CH,Dornach - Landskronstrasse,,,4
47.18,8.01,CH,Egolzwil - Egolzwil 3,,,9
46.8943,7.0497,CH,En Chaplix,,,4
47.0587,7.1173,CH,Erlach-Heidenweg,,,4
46.592,9.9258,CH,Es-cha Dadour,,,3
47.23,8.91,CH,Eschenbach,miscellaneous,miscellaneous,4
47.2324,8.9342,CH,"Eschenbach SG, Balmenrain",,,2
47.2352,8.944,CH,"Eschenbach SG, Neuhaus, Bürstli, Balmenrainstrasse",,,6
46.123,7.5028,CH,Evolène VS-Barme Bertol,,,3
46.025,7.4809,CH,Evolène-Arolla - Ouartsé-les-Jouttes,,,4
47.3694,8.6445,CH,Fällanden-Fröschbach,,,16
46.8995,7.0795,CH,Faoug VD-Derrière-le-Chaney,,,8
47.277,8.621,CH,Feldmeilen-Vorderfeld,settlement,settlement,44
46.8331,6.8639,CH,"Frasses FR, En Bochat",,,3
47.2044,8.7559,CH,Freienbach,settlement,settlement,11
47.2219,8.8143,CH,Freienbach SZ-Hurden Rosshorn,,,243
47.5025,8.0262,CH,"Frick AG, Königsweg",,,6
46.2071,6.1649,CH,Genève-Parc de la Grange-Tente Botta,,,2
46.2071,6.1419,CH,"Genf, Saint-Gervais",settlement,settlement,8
47.4762,9.4631,CH,Goldach SG-Mühlegut,,,16
47.1537,9.3277,CH,"Grabs SG, Garschella",,,2
46.5448,7.0888,CH,"Grandvillard FR, Fin de la Porta",,,3
47.36,8.68,CH,Greifensee-Storen,settlement,settlement,10
47.2491,8.4626,CH,Grundrebenstrasse,,,3
47.1754,8.425,CH,"HÃ¼nenberg-ChÃ¤mleten, Strandbad",settlement,settlement,39
46.9769,8.2927,CH,Hergiswil-Renggpass,,,2
47.2061,7.7318,CH,"Herzogenbuchsee, Badwald",,,3
47.1833,8.2805,CH,Hochdorf - Baldegg,settlement,settlement,11
47.1822,8.2822,CH,Hochdorf-Baldegg,settlement,settlement,13
47.2114,8.459,CH,"Hof, Cham",settlement,settlement,12
47.348,8.6447,CH,"Hofacher, Ebmatingen",,,15
46.6914,9.4446,CH,Hohen Rätien,,,4
47.4807,7.9643,CH,Horn,,,3
47.175,8.446,CH,Hüneberg - Chämleten,,,26
47.1803,8.4684,CH,"Hünenberg-Chämleten, Strandbad",settlement,settlement,78
47.1987,7.6639,CH,"Inkwil BE/Bolken SO, Inkwilersee",,,3
47.1095,7.2328,CH,Ipsach-Räberain,,,3
47.2274,8.8845,CH,"Jona SG, Wagen-Erlen",,,4
47.2273,8.8896,CH,"Jona SG, Wagen-Geretswis",,,4
47.0554,7.542,CH,"Kernenried, Holzmühle",,,3
46.8673,8.8549,CH,Klausenpasshöhe,,,2
46.9255,7.3714,CH,"Köniz-Niederwangen, Stegenweg",,,18
47.658,9.178,CH,Konstanz-Hafenstraße,,,16
47.1356,7.5869,CH,"Koppigen, Usserfeld",,,3
46.23,7.36,CH,La Planta de Sion,,,14
46.5228,6.635,CH,Lausanne - Cathédrale Place Nord,,,18
46.5128,6.6111,CH,Lausanne - Vidy,,,12
47.3879,8.1766,CH,Lenzburg - Goffersberg,,,9
47.403,7.4296,CH,Liesbergmühle,,,3
47.4042,9.1781,CH,Litzelstetten-Ebnewiesen I,,,20
46.9771,8.3262,CH,Loppburg,,,15
46.4161,7.7164,CH,Lötschenpass,miscellaneous,miscellaneous,22
46.8321,6.861,CH,"Lully FR, La Faye 5.2",,,6
47.2555,8.697,CH,Männedorf,settlement,settlement,10
47.0058,7.0059,CH,Marin NE-Le Chalvaire,,,15
47.0095,7.3616,CH,"Meikirch, Magazingebäude",,,3
47.278,8.617,CH,"Meilen-Feldmeilen, Vorderfeld",,,8
47.27,8.64,CH,Meilen-Obermeilen,settlement,settlement,19
47.1669,7.3641,CH,"Meinisberg, Scheidwege",,,12
46.6467,6.4094,CH,Mollendruz,,,12
46.9184,7.4153,CH,Moos,,,6
46.919,7.1242,CH,Münchenwiler-Im Loch 1,,,9
46.9176,7.1229,CH,Münchenwiler-Im Loch 3,,,6
47.0437,7.529,CH,"Münchringen, Mooswald",,,3
46.8,7.15,CH,Muntilier (Fribourg),,,1
46.9259,7.126,CH,Murten - Vorder Prehl 3,,,4
46.9386,7.1411,CH,Murten-Löwenberg,,,24
47.5263,8.6706,CH,Neftenbach I (Steinmöri),,,6
47.5254,8.6607,CH,Neftenbach II (Zürichstrasse 55),,,11
47.57,8.71,CH,Niederwil,settlement,settlement,32
47.5539,8.8607,CH,Niederwil - Egelsee,,,12
46.8388,6.684,CH,Onnens VD-Le Motti,,,3
46.836,6.6962,CH,Onnens VD-sous le Crêt-de-Chaux,,,2
46.9435,7.4909,CH,"Ostermundigen, Dennikofe",,,15
46.592,9.6062,CH,Padnal de Savognin,,,72
46.8184,6.9157,CH,Payerne VD-Neyremont,,,2
46.2314,7.3482,CH,Petit Chasseur,dolmen vi.,dolmen vi.,16
47.3786,8.7672,CH,"Pfäffikon, Feld/Kempttalstrasse",,,3
47.1714,7.3563,CH,"Pieterlen, Under-Siedebrunne 3",,,15
47.1682,7.3526,CH,"Pieterlen, Vorem Holz 1",,,3
46.6295,9.2641,CH,Piz Bühel,,,3
47.4,7.28,CH,Pleigne - Löwenburg,miscellaneous,miscellaneous,8
47.5833,8.95,CH,Pont de Thielle,settlement,settlement,11
46.5075,6.6606,CH,Pully - Chamblandes,,,3
46.7613,6.5274,CH,Rances - Champ-Vully,,,12
47.2243,8.8187,CH,Rapperswil - Kempraten,,,4
47.6394,8.5986,CH,Rheinau,,,2
47.5544,8.5448,CH,Rhinsberg,,,12
46.9512,7.1965,CH,Ried-Hölle,,,3
47.1359,8.4667,CH,"Risch - Oberrisch, Aabach",,,12
46.5945,9.612,CH,Rudnal,,,3
47.4057,8.7741,CH,"Russikon, Furtbüel",,,4
47.3646,7.1576,CH,Saint Ursanne,,,4
46.25,7.4167,CH,Saint-Léonard - Les Bâtiments,settlement,settlement,3
46.2435,7.3271,CH,Savièse - Château de la Soie,,,16
46.245,7.3294,CH,Savièse VS-la Soie,,,3
47.7161,8.6416,CH,Schaffhausen - Schweizersbild,,,16
47.1664,7.668,CH,"Seeberg, Burgäschisee-Süd",settlement,settlement,30
46.0793,7.1461,CH,Sembrancher - Crétaz Polet,,,3
46.7851,8.6708,CH,"Silenen-Amsteg, Flüeli",,,4
46.233,7.3645,CH,Sion,,,4
46.237,7.353,CH,Sion - Avenue Ritz,plein air,plein air,20
46.231,7.353,CH,Sion - Chemin des Collines,,,38
46.2,7.3,CH,Sion - La Gillière 1,,,98
46.2322,7.3516,CH,Sion - Petit Chasseur,,,41
46.2288,7.362,CH,Sion - Sous-le-Scex,,,33
46.2289,7.3632,CH,Sion - Tourbillon,,,2
46.2328,7.352,CH,"Sion, Petit Chasseur II",settlement,settlement,88
46.2291,7.3594,CH,"Sion, Planta",settlement,settlement,52
46.7118,7.6363,CH,"Spiez-Einigen, Holleeweg 3",,,36
47.4206,8.3893,CH,Spreitenbach - Moosweg,grave (inhumation),grave (inhumation),9
47.4213,8.3756,CH,"Spreitenbach AG, Willenacher IKEA",,,6
46.25,7.41,CH,St. Léonard,settlement,settlement,4
47.189,8.4846,CH,Steinhausen - Sennweid,,,69
47.1103,7.29,CH,"Studen, Studenwald/Waldhaus",,,3
46.5051,9.3271,CH,Tanatzalp-Suretta,,,3
47.753,8.705,CH,"Thayngen, Weier",settlement,settlement,24
47.03,7.03,CH,Thielle-Mottaz (Neuchatel),settlement,settlement,4
47.2093,7.7475,CH,"Thunstetten, Bifang",,,3
47.2127,7.7574,CH,"Thunstetten, Längmatt",,,3
46.6578,9.533,CH,Tiragn,,,9
47.5226,9.1162,CH,Toos-Waldi,,,33
47.6392,8.6933,CH,Trüllikon - Rudolfingen-Schlossberg,,,6
47.0932,7.1565,CH,Twann-Bahnhof,,,3
47.6152,8.8166,CH,Ürschhausen-Horn,,,40
46.3635,8.5349,CH,"Val Bavona, Val Calneggia, vertiente izquierda entre Gèra y Splüia Bèla",,,3
46.4385,8.4955,CH,"Valle Bavona, Alpe Robièi, Corte Randinascia",,,3
46.205,7.4067,CH,Vex - Le Château,settlement,settlement,4
46.5217,6.595,CH,Vidy (Lausanne VD),,,9
46.3045,7.8694,CH,Viège VS-grotte In Albon,,,3
47.0333,7.0666,CH,Vinelz,settlement,settlement,8
46.5663,6.5361,CH,"Vufflens-la Ville VD, En Sency",,,6
47.2255,8.8892,CH,Wädenswil,settlement,settlement,28
47.6565,8.875,CH,Wangen-Hinterhorn,,,8
47.185,8.0072,CH,Wauwilermoos,settlement,settlement,8
47.3711,8.3585,CH,"Widen, Höckleri",,,18
47.5089,8.7571,CH,"Winterthur, Oberwinterthur, Römerstrasse 229",,,16
46.0211,7.7479,CH,Zermatt - Alp Hermettji,,,8
46.9346,9.5702,CH,Zizers - Friedau,,,8
47.1723,8.5103,CH,Zug - Schützenmatt,,,15
47.1749,8.4982,CH,"Zug, Lorzeninsel",,,9
47.364,8.548,CH,Zürich - AKAD/Pressehaus,settlement,settlement,8
47.3629,8.543,CH,Zürich - Grosser Hafner,,,6
47.3661,8.5442,CH,Zürich - Kleiner Hafner,settlement,settlement,82
47.3686,8.5389,CH,Zürich - Mozartstrasse (Off-Site),settlement,settlement,24
47.3679,8.5422,CH,"Zürich, Bauschanze",,,6
47.3587,8.5517,CH,"Zürich, Dufourstrasse",settlement,settlement,8
47.36,8.54,CH,"Zürich, Enge",,,1
47.36,8.58,CH,"Zürich, Großer Hafner",settlement,settlement,8
47.3648,8.5463,CH,"Zürich, Mozartstrasse",settlement,settlement,20
47.3625,8.5471,CH,"Zürich, Utoquai",settlement,settlement,3
47.415,8.595,CH,"Zürich, Wallisellen-Langachermoos",miscellaneous,miscellaneous,90
47.346,8.535,CH,"Zürich, Wollishofen",settlement,settlement,6
47.4963,7.61757,CH,Arlesheim,,,7
46.2352,7.35828,CH,Sion-Avenue Ritz,settlement,settlement,25
47.2671,8.6485,CH,Meilen-Rohrenhaab (Obermeilen),settlement,settlement,4
47.7361,8.70445,CH,"Thayngen \""Weier\""",,,12
47.4076,7.29064,CH,Pleigne,,,4
46.9377,7.12555,CH,Muntelier/Fischergaessli,settlement,settlement,1
47.17,7.669,CH,Seeberg-Burgaeschisee-Sued,settlement,settlement,22
46.2071,6.14182,CH,Genève - Saint-Gervais,,,10
46.7814,6.65032,CH,"Yverdon, Avenue des Sports",settlement,settlement,76
47.4251,8.36466,CH,Spreitenbach,,,15
46.760679138718,6.529655456543,CH,"Rances, Champ Vully",settlement,settlement,9
47.465845,7.565138,CH,Aesch/Clus/Tschäpperli,collective burial,collective burial,12
47.367773,8.542439,CH,Zürich-Bauschanze,settlement,settlement,4
47.495443344116,7.6283009052276,CH,"Arlesheim,  Dachshöhle",single grave,single grave,11
47.36474,7.154356,CH,Saint-Ursanne,,,4
46.474546761622,7.131553888321,CH,Chateau-d'Oex VD,,,2
46.942609786988,7.1356952190399,CH,Muntelier,settlement,settlement,2
46.916046,10.257764,CH,Val Fenga,rockshelter,rockshelter,34
46.620343,10.381842,CH,Val Urschai,rockshelter,rockshelter,28
46.592094,9.606527,CH,Padnal,fortified settlement,fortified settlement,67
47.103847,8.253487,CH,Hünenberg,,,22
47.247271,8.651514,CH,Wädenswil - Vorder Au,settlement,settlement,12
46.760006,6.530282,CH,"Rances, Champ Vully Est",,,2
46.83498,10.366374,CH,Ramosch-Mottata,settlement,settlement,30
46.85733,10.257133,CH,Val Tasna,rockshelter,rockshelter,20
47.018251,6.970575,CH,Champreveyres,settlement,settlement,22
46.933333333,6.9666666667,CH,Montbec,settlement,settlement,3
46.8375,8.3888888889,CH,Mottata; site: Ramosch,cave,cave,10
46.966667,7.1125,CH,Sugiez; site: Aare Fluß,hoard,hoard,2
46.975450381907,6.8790292739868,CH,Auvernier-Saunerie,settlement,settlement,28
47.589722,8.295278,CH,Zurzach-Schosspark/Himmelreich I,,,4
47.358788,8.551674,CH,Zürich Dufourstrasse,,,6
46.1928,9.02235,CH,Castelgrande,,,5
46.576952,6.539161,CH,Vufflens-la-ville,grave (inhumation),grave (inhumation),16
46.937794,10.184462,CH,Schnapfenalpe,rockshelter,rockshelter,2
46.89815,10.084858,CH,Bieler Höhe,rockshelter,rockshelter,6
46.956711,7.113546,CH,Sugiez; site: Murten See,miscellaneous,miscellaneous,2
47.343955,8.53012,CH,Zürich Wollishofen,,,4
47.365303,8.545614,CH,Utoquai,settlement,settlement,1
46.775565,10.157026,CH,Val Tuoi,rockshelter,rockshelter,2
46.900534,10.11571,CH,Biel Valley,rockshelter,rockshelter,2
46.67,6.5,CH,Baume d Ogens,cave,cave,2
47.1,6.83,CH,Bichon,cave,cave,6
47.57,7.6,CH,Birseck Ermitage,,,2
47.0,7.58,CH,Birsmatten Basisgrotte,cave,cave,9
47.48,7.54,CH,Buttenloch,shelter,shelter,9
46.39,6.92,CH,Chatelard,cave,cave,1
46.98,9.5,CH,Drachenloch,cave,cave,1
46.65,6.36,CH,Freymons,shelter,shelter,1
47.45,7.76,CH,Kastelhohle Nord,cave,cave,18
47.75,8.68,CH,Kesslerloch,,,27
47.42,7.54,CH,Kohlerhohle,,,9
47.02,6.97,CH,Monruz,,,25
47.01,7.48,CH,Moosbuhl,,,16
46.97,7.75,CH,Neumuhle,shelter,shelter,1
47.55,7.78,CH,Rheinfelden Eremitage,,,7
47.29,7.71,CH,Rislisberghohle,cave,cave,7
46.92,7.47,CH,Ritzigrund,abri/grotte,abri/grotte,2
46.67,7.44,CH,Schnurenloch,cave,cave,7
47.09,8.08,CH,Soppensee,,,13
47.0,6.97,CH,Vaumarcus,,,3
46.3,6.9,CH,Vionnaz,shelter,shelter,3
47.15505,7.666646,CH,Seeberg Burgäschisee-Süd,,,12
47.43514,7.315017,CH,Pleigne Löwenburg,,,3
47.0101,7.48,CH,Moravany-Dlha,,,2
46.8785,9.412823,CH,Crestis Tamins,,,2
46.26582,6.213799,CH,Corsier Port,,,3
47.4833,7.55,CH,Buttental,,,3
47.4167,7.5833,CH,Kastelhohle-Nord,,,5
47.4833,7.6167,CH,Birseck-Ermitage,,,8
47.75,8.7,CH,Thayngen Weier,,,12
47.4415,7.5921,CH,Wachtfelsen Wachtfels,,,3
46.2291,7.36326,CH,Sion Tourbillon (VS),,,4
47.4167,7.5333,CH,Kokkinopilos,,,1
47.51667,9.433333,CH,Arbon Bleiche 3,,,4
47.41567,8.5952,CH,Zürich Wallisellen-Langachermoos,,,30
47.25,9.3333,CH,Altwasser HÔøΩhle 1,,,2
47.0,6.9667,CH,Monruz profile 22,,,1
47.3645,7.933,CH,KÔøΩsloch Kasloch,,,4
47.4667,7.75,CH,Le Bichon,,,5
46.9779,6.8193,CH,Cotencher,,,5
46.6466,6.4093,CH,Mollendruz Abri Freymons,,,4
47.36511,8.546308,CH,Zürich Mozartstrasse,,,2
46.675,7.442,CH,Schoningen 13 I-1,,,1
47.21572,8.457727,CH,Hof Cham,,,3
54.2531,-6.3177,IE,A1. Area 8 (Aughintober td),late neolithic site pit (area 8) - associated w. ba pot(!),late neolithic site pit (area 8) - associated w. ba pot(!),2
54.2424,-6.3255,IE,A1. Derrycraw,middle bronze age post-hole (area 9),middle bronze age post-hole (area 9),22
52.2342,-7.2193,IE,Adamstown 1,"settlement, industrial - multi-period","settlement, industrial - multi-period",10
52.2339,-7.2168,IE,Adamstown 2,"kiln, pits , metalworking site , kiln - corn-drying , stake-holes","kiln, pits , metalworking site , kiln - corn-drying , stake-holes",10
52.2347,-7.2255,IE,Adamstown 3,"bronze age house - prehistoric, pits, houses, hearth, house - bronze age, structure, settlement","bronze age house - prehistoric, pits, houses, hearth, house - bronze age, structure, settlement",11
52.2353,-7.2169,IE,Adamstown 4,"bronze age pit, stake-holes","bronze age pit, stake-holes",3
52.5348,-8.8647,IE,Adamswood,burnt mou,burnt mou,5
52.8301,-7.5004,IE,Addergoole 1,burnt mou,burnt mou,5
52.8317,-7.5002,IE,Addergoole 2,burnt mou,burnt mou,3
53.8257,-7.9097,IE,Aghamore 2,burnt mou,burnt mou,2
54.341,-7.8515,IE,Aghanaglack,court tomb,court tomb,11
53.2351,-6.4167,IE,Aghfarrell,bronze age burial w vase urn,bronze age burial w vase urn,3
52.8323,-7.501,IE,Aghmacart 1,burnt mou,burnt mou,6
52.8305,-7.5008,IE,Aghmacart 2,burnt mou,burnt mou,2
53.8234,-7.9085,IE,Aghnahunshin,burnt mou,burnt mou,7
54.2653,-9.4008,IE,Aghoo,céide fields pine dates,céide fields pine dates,26
54.2485,-9.7658,IE,Aghoos (Erris By.),céide fields pine dates,céide fields pine dates,4
52.1905,-7.4502,IE,Ahanaglogh,settlement,settlement,11
54.9756,-7.4037,IE,Altaghaderry,bronze age burial w vase pottery,bronze age burial w vase pottery,3
54.7003,-6.9398,IE,Altanagh,enclosure,enclosure,169
51.5135,-9.6443,IE,Altar,wedge tomb,wedge tomb,23
51.5198,-9.6398,IE,Altar Megalith Tomb,,,4
54.5976,-7.9936,IE,Althanena,2-handled 'mether',2-handled 'mether',3
52.6736,-8.4546,IE,Annagh,burial,burial,22
54.2342,-9.3531,IE,Annagh Beg,céide fields pine dates,céide fields pine dates,20
53.4058,-8.8141,IE,Annagh Hill 2,burnt mound,burnt mound,3
54.242,-9.3592,IE,Annagh More,céide fields pine dates,céide fields pine dates,10
52.1179,-9.3496,IE,Annaghbeg,bog butter,bog butter,2
53.6606,-7.905,IE,"Annaghbeg, Track 1",trackway,trackway,6
53.2609,-8.0978,IE,Annaghcorrib 1,trackway,trackway,3
53.4452,-9.1827,IE,Annaghkeen,cist,cist,15
54.1014,-6.6173,IE,Annaghmare,court tomb,court tomb,16
54.2508,-6.9442,IE,Annahagh 1,burnt mound,burnt mound,2
54.2506,-6.9456,IE,Annahagh 2,burnt mound,burnt mound,4
52.7806,-8.3742,IE,Annaholty,trackway,trackway,11
53.4146,-8.0095,IE,Ardagawna 1,ring ditch,ring ditch,15
53.4135,-8.012,IE,Ardagawna 2,burnt mound,burnt mound,15
53.3644,-7.5455,IE,Ardballymore,bronze age burial w bowl pottery,bronze age burial w bowl pottery,3
53.6364,-6.751,IE,Ardbraccan 1,"burnt mound, burnt spread, field system","burnt mound, burnt spread, field system",42
52.9371,-8.1577,IE,Ardcrony,lincardstone cist,lincardstone cist,6
53.3589,-7.4466,IE,Ardnaglew 3,burnt spread,burnt spread,3
54.0539,-7.4529,IE,Ardonan,handle of socketed axe,handle of socketed axe,3
53.6115,-6.6591,IE,Ardsallagh,ring ditch,ring ditch,39
53.6137,-6.6638,IE,Ardsallagh 1,early christian cemetery,early christian cemetery,36
53.6093,-6.6535,IE,Ardsallagh 2,ring ditch,ring ditch,25
53.4256,-8.8328,IE,Ardskea Beg 1,burnt mound,burnt mound,6
53.4933,-6.6689,IE,Arodstown,burnt mound,burnt mound,15
52.9298,-8.1819,IE,Ashley Park,lincardstone cist,lincardstone cist,3
52.699,-6.2625,IE,Ask,structure,structure,55
54.3778,-5.597,IE,Audleystown,court tomb,court tomb,18
52.4703,-8.5055,IE,Baggotstown,bronze age burial w bowl pottery,bronze age burial w bowl pottery,3
52.8145,-8.9754,IE,Ballaghfadda East,cremation pit,cremation pit,5
52.656,-8.6839,IE,Ballinacurra West,environmental sample,environmental sample,12
52.8055,-6.3063,IE,Ballinagore,enclosure,enclosure,20
52.097,-8.2858,IE,Ballinahina 1,burnt mound,burnt mound,6
51.8734,-8.5375,IE,Ballinaspig More 4,neolithic pit & post-holes,neolithic pit & post-holes,2
51.8734,-8.5405,IE,Ballinaspig More 5,neolithic settlement,neolithic settlement,19
51.8748,-8.5428,IE,Ballinaspig More 6,"bronze age stake-holes, burnt mound","bronze age stake-holes, burnt mound",12
51.8744,-8.5434,IE,Ballinaspig More 7,burnt mound,burnt mound,18
54.3016,-8.5092,IE,Ballincar,shell midden,shell midden,4
53.5996,-9.2798,IE,Ballinchalla,bronze age burial w vase urn,bronze age burial w vase urn,4
52.4627,-8.6088,IE,Ballincurra,prehistoric & post-medieval,prehistoric & post-medieval,12
52.4491,-8.5811,IE,Ballingayrour,cremation pit cemetery,cremation pit cemetery,13
52.1807,-8.2717,IE,Ballinglanna North 1,early christian ditch,early christian ditch,10
52.1953,-8.2728,IE,Ballinglanna North 3,early neolithic structure,early neolithic structure,28
52.1995,-8.274,IE,Ballinglanna North 4,pit,pit,4
52.2027,-8.2744,IE,Ballinglanna North 5,pit,pit,4
52.192,-8.2728,IE,Ballinglanna North 6,burnt mound,burnt mound,5
53.2509,-8.834,IE,Ballinillaun 1,burnt mound,burnt mound,4
53.2537,-8.8292,IE,Ballinillaun 2,burnt mound,burnt mound,3
52.3351,-8.4603,IE,Ballinlyna Upper,bronze age burial w encrusted urn,bronze age burial w encrusted urn,3
53.6363,-7.3538,IE,Ballinphort,logboat,logboat,3
53.5889,-6.6583,IE,Ballinter 2,burnt mound,burnt mound,4
52.9833,-6.6439,IE,Ballintruer More,lincardstone cist,lincardstone cist,7
52.4746,-6.3091,IE,Ballintubbrid,grave (cremation),grave (cremation),6
52.6708,-7.0798,IE,Ballinvally 1,iron age pit,iron age pit,3
51.968,-8.3786,IE,Ballinvinny South 1,burnt mound,burnt mound,2
52.1866,-8.4388,IE,Ballinvoher,bronze age burial w vase urn,bronze age burial w vase urn,3
52.6445,-8.6463,IE,Ballncurra,,,16
54.6706,-5.5989,IE,"Balloo Lr., Donaghadee",burnt mound,burnt mound,16
53.527,-6.2061,IE,Ballough 23,burnt mound,burnt mound,6
54.3298,-5.6459,IE,Ballyalton,court tomb,court tomb,7
55.0425,-7.3015,IE,Ballyarnet,bronze age palisaded lake dwelling,bronze age palisaded lake dwelling,10
52.7838,-6.9341,IE,Ballybannon 2,multi-period complex,multi-period complex,11
52.7824,-6.936,IE,Ballybannon 3,multi-period complex,multi-period complex,20
52.7809,-6.939,IE,Ballybannon 5,cremated remains,cremated remains,28
52.7896,-6.9179,IE,Ballybar Lower 1,flat cemetery,flat cemetery,17
52.789,-6.9169,IE,Ballybar Lower 2,cremation pit,cremation pit,4
52.7889,-6.9204,IE,Ballybar Lower 3,cremation pit,cremation pit,5
52.7866,-6.9281,IE,Ballybar Lower 5,burnt mound,burnt mound,6
52.7907,-6.9093,IE,Ballybar Upper 2,cremation pits,cremation pits,16
53.5077,-6.407,IE,Ballybin & Killegland Site 22,bronze age well,bronze age well,11
54.8564,-5.8506,IE,Ballyboley,feature,feature,17
53.0297,-8.8484,IE,Ballyboy 1,ring ditch,ring ditch,9
53.0242,-8.8531,IE,Ballyboy 2,ring ditch,ring ditch,15
53.4256,-7.4691,IE,Ballybrennan,bronze age burial w bowl pottery,bronze age burial w bowl pottery,8
54.7396,-6.8146,IE,Ballybriest,court tomb,court tomb,23
52.0688,-8.3033,IE,Ballybrowney Lower 1,settlement,settlement,30
52.0661,-8.3046,IE,Ballybrowney Lower 2,bronze age pit,bronze age pit,3
52.0671,-8.3051,IE,Ballybrowney Lower 3,ring ditch,ring ditch,3
52.8846,-6.8508,IE,Ballyburn Lower 1,burnt mound,burnt mound,6
52.8827,-6.8464,IE,Ballyburn Lower 2,burnt mound,burnt mound,9
52.8789,-6.8424,IE,Ballyburn Lower 3,burnt mound,burnt mound,9
52.5647,-8.6702,IE,Ballycahane Lower,burnt mound,burnt mound,6
52.8137,-6.6287,IE,Ballyconnell,bronze age burial w encrusted urn,bronze age burial w encrusted urn,5
52.7464,-9.0616,IE,Ballycorick,prehistoric pit & possible iron production site,prehistoric pit & possible iron production site,7
52.9237,-7.4792,IE,Ballycuddahy 1,burnt mound,burnt mound,2
52.5901,-9.0001,IE,Ballycullen,burnt spread,burnt spread,5
53.3498,-6.2603,IE,"Ballycullen 3, Area A",iron age settlement,iron age settlement,6
53.0524,-7.2406,IE,Ballydavis,cremated w bronze box etc.,cremated w bronze box etc.,8
52.0694,-9.5312,IE,Ballydowny,cremation pit,cremation pit,13
52.3885,-7.9377,IE,"Ballydrehid, site 185.5",bronze age round house,bronze age round house,8
52.069,-9.5117,IE,Ballydribbeen,ring ditch,ring ditch,3
52.5897,-6.3516,IE,Ballyduff,bronze age burial,bronze age burial,3
52.2318,-7.2344,IE,Ballyduff East 43,burnt mound,burnt mound,12
54.0729,-6.1575,IE,Ballyedmond,court tomb,court tomb,2
54.8954,-5.8619,IE,Ballygalley,house,house,102
54.4187,-6.3842,IE,Ballygargan,,,1
52.4746,-6.6235,IE,Ballygillistown,bronze age burial w vase urn,bronze age burial w vase urn,6
54.283,-9.3884,IE,Ballyglass,court tomb,court tomb,48
53.1344,-8.8293,IE,Ballyglass West,burnt mound,burnt mound,13
