name,lat,lon,type,classification,gc_distance_km,source,department,province,district,ubigeo,code
Pallpaorco,-14.054451488571429,-73.87095286,Zona Arqueologica Monumental,monumental,6.0,MinCultura_BIP,,,,050906,
Kunkapampa,-13.8819520759999,-73.7684942299999,Sitio Arqueologico,site,6.01,INC_GeoGPSPeru,ayacucho,sucre,querobamba,,
PIÑARAK'AY,-13.1392750179999,-72.2934865499999,Sitio Arqueologico,site,6.03,INC_GeoGPSPeru,cusco,urubamba,ollantaytambo,,
Pampa Media Luna 10,-14.6411901189999,-75.3060085159999,Sitio Arqueologico,site,6.04,INC_GeoGPSPeru,ica,nazca,changuillo,,
Chaskiwasi Natividad,-13.7513837939999,-73.5113034259999,Sitio Arqueologico,site,6.22,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
Pampa Media Luna 11,-14.6390746179999,-75.305894152,Sitio Arqueologico,site,6.24,INC_GeoGPSPeru,ica,nazca,changuillo,,
AYAORCO,-13.231048992,-72.2288998579999,Sitio Arqueologico,site,6.25,INC_GeoGPSPeru,cusco,urubamba,ollantaytambo,,
Qaranqasa Pampa,-14.0144158629999,-74.0397202069999,Sitio Arqueologico,site,6.27,INC_GeoGPSPeru,ayacucho,víctor fajardo,apongo,,
CHULLPAS DE CCOTAQUITE,-13.708823885871798,-73.17355849241027,SITIO ARQUEOLOGICO,site,6.31,INGEMMET,,,,,ZA010406
Pampa Media Luna 12,-14.6379718439999,-75.3056976179999,Sitio Arqueologico,site,6.34,INC_GeoGPSPeru,ica,nazca,changuillo,,
Pillquyrumi,-13.7480319269999,-73.5071078719999,Sitio Arqueologico,site,6.34,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
Terrazas Wisaqnisoq,-13.7599106099999,-73.5313171919999,Sitio Arqueologico,site,6.36,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
MARQA QOCHA,-13.2213043169999,-72.2075089249999,Sitio Arqueologico,site,6.36,INC_GeoGPSPeru,cusco,urubamba,ollantaytambo,,
Sonaje 01,-13.8669190419999,-73.7455340539999,Sitio Arqueologico,site,6.37,INC_GeoGPSPeru,ayacucho,sucre,chalcos,,
Cerro Sonaje,-13.866078683,-73.7438453169999,Sitio Arqueologico,site,6.37,INC_GeoGPSPeru,ayacucho,sucre,chalcos,,
Ayapata,-13.748970341,-73.5098205909999,Sitio Arqueologico,site,6.38,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
NN,-13.0446035109999,-72.1146216889999,Sitio Arqueologico,site,6.4,INC_GeoGPSPeru,cusco,calca,lares,,
Camino Huancaray - Santiagopata - San Antonio de C,-13.7573464449999,-73.5287993159999,Sitio Arqueologico,pathway,6.49,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
NN,-13.309816075,-72.6402076899999,Sitio Arqueologico,site,6.54,INC_GeoGPSPeru,cusco,la convencion,santa teresa,,
NN,-13.309881286,-72.6413879879999,Sitio Arqueologico,site,6.59,INC_GeoGPSPeru,cusco,la convencion,santa teresa,,
NN,-13.3124099129999,-72.6470838129999,Sitio Arqueologico,site,6.63,INC_GeoGPSPeru,cusco,la convencion,santa teresa,,
Valle Sagrado de los Incas,-13.255245207867121,-72.26826872020978,Paisaje Cultural Arqueologico,landscape,6.67,MinCultura_BIP,,,,081301,
Yamjay,-13.744660806,-73.5087012199999,Sitio Arqueologico,site,6.75,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
Abrigo Rocoso,-13.741270438,-73.5026381529999,Sitio Arqueologico,site,6.79,INC_GeoGPSPeru,apurimac,andahuaylas,turpo,,
NN,-13.3094996949999,-72.6450636579999,Sitio Arqueologico,site,6.82,INC_GeoGPSPeru,cusco,la convencion,santa teresa,,
NN,-13.3348898449999,-72.6962045379999,Sitio Arqueologico,site,6.86,INC_GeoGPSPeru,cusco,la convencion,santa teresa,,
Llampay,-13.7428650049999,-73.5077139169999,Sitio Arqueologico,site,6.88,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
Ollocco Mocco,-13.7615962539999,-73.5472870629999,Sitio Arqueologico,site,6.99,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
SITIO ARQUE,-13.0008723099999,-72.0411290009999,Sitio Arqueologico,site,7.02,INC_GeoGPSPeru,cusco,calca,lares,,
NN,-13.4285856819999,-72.6016401859999,Sitio Arqueologico,site,7.1,INC_GeoGPSPeru,cusco,anta,mollepata,,
El Camino Prehispanico (Punto inicio),-13.8638405609999,-73.7552103709999,Sitio Arqueologico,pathway,7.15,INC_GeoGPSPeru,ayacucho,sucre,chalcos,,
Llawyihuycco,-13.7847231899999,-73.5977728939999,Sitio Arqueologico,site,7.2,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
Cerro Pukllay,-13.803273203,-73.6364003959999,Sitio Arqueologico,site,7.27,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
NN,-13.4132671359999,-72.5672916249999,Sitio Arqueologico,site,7.3,INC_GeoGPSPeru,cusco,anta,mollepata,,
Camino Huancaray - Santiagopata - Ccallhuay - Occo,-13.753977431,-73.5398989789999,Sitio Arqueologico,pathway,7.37,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
Pallqa 2,-13.972322673,-73.9781293979999,Sitio Arqueologico,site,7.4,INC_GeoGPSPeru,ayacucho,víctor fajardo,canaria,,
SITIO ARQUE,-12.9989958919999,-72.0452867459999,Sitio Arqueologico,site,7.41,INC_GeoGPSPeru,cusco,calca,lares,,
CAMINO INCA LA PROVIDENCIA - SARACHACRA - CANCHIHUACARAY,-13.782459506850412,-73.59782699886702,PAISAJE CULTURAL ARQUEOLOGICO,monumental,7.42,INGEMMET,,,,,ZA003195
Tranka Machay 2,-13.945440641,-73.9247638239999,Sitio Arqueologico,site,7.44,INC_GeoGPSPeru,ayacucho,víctor fajardo,canaria,,
Kallanka o Tambo Inka del Cerro Ccoriraya,-13.7555047449999,-73.5444208729999,Sitio Arqueologico,site,7.45,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
NN,-13.3361490359999,-72.7115286849999,Sitio Arqueologico,site,7.5,INC_GeoGPSPeru,cusco,la convencion,santa teresa,,
NN,-13.545201726,-72.8243921879999,Sitio Arqueologico,site,7.51,INC_GeoGPSPeru,apurimac,abancay,san pedro de cachora,,
NN,-13.3061342079999,-72.6524124979999,Sitio Arqueologico,site,7.51,INC_GeoGPSPeru,cusco,la convencion,santa teresa,,
TRAMO OLLANTAYTAMBO - LARES - VALLE LACCO SUB TRAMO PAUCARPATA - ICHUKA SECCION CCOYLLOBAMBA,-12.971792043926829,-71.99477542709757,PAISAJE ARQUEOLOGICO,landscape,7.56,INGEMMET,,,,,ZA010464
Sitio 5  ( En la Ruta 3),-14.744843168,-75.549769258,Sitio Arqueologico,site,7.57,MinCultura_BIP,,,,110111,
Challhuamayo,-14.009112468,-74.0567327469999,Sitio Arqueologico,site,7.63,INC_GeoGPSPeru,ayacucho,víctor fajardo,apongo,,
SITIO ARQUE,-13.3544790859999,-72.4438528849999,Sitio Arqueologico,site,7.67,INC_GeoGPSPeru,cusco,urubamba,ollantaytambo,,
Chuichilla,-13.734584476,-73.5076460999999,Sitio Arqueologico,site,7.7,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
Alccacercca,-13.7509977169999,-73.540463052,Sitio Arqueologico,site,7.7,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
Chaquiñozo,-14.069057659999999,-73.86535915428571,Sitio Arqueologico,site,7.72,MinCultura_BIP,,,,050906,
Pallqa 1,-13.969158901,-73.9782451819999,Sitio Arqueologico,site,7.72,INC_GeoGPSPeru,ayacucho,víctor fajardo,canaria,,
Muyomuyo,-13.8688504059999,-73.7770297969999,Sitio Arqueologico,site,7.73,INC_GeoGPSPeru,ayacucho,sucre,querobamba,,
Tranka Machay 1,-13.9432350459999,-73.9268844819999,Sitio Arqueologico,site,7.76,INC_GeoGPSPeru,ayacucho,víctor fajardo,canaria,,
Upamayo,-13.7515373079999,-73.543049015,Sitio Arqueologico,site,7.77,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
Cerro Retozana Kunka,-13.9716838859999,-73.6688593759999,Sitio Arqueologico,site,7.78,INC_GeoGPSPeru,ayacucho,sucre,paico,,
NN,-13.367423991,-72.4671951609999,Sitio Arqueologico,site,7.78,INC_GeoGPSPeru,cusco,anta,limatambo,,
Pinkulluna,-13.8679443219999,-73.7766181609999,Sitio Arqueologico,site,7.8,INC_GeoGPSPeru,ayacucho,sucre,chalcos,,
Jillalli,-14.071689638333334,-73.86858949333333,Sitio Arqueologico,site,7.82,MinCultura_BIP,,,,050906,
Parisapampa,-13.9369030169999,-73.9153806719999,Sitio Arqueologico,site,7.82,INC_GeoGPSPeru,ayacucho,víctor fajardo,canaria,,
NN,-13.4753262229999,-72.679632163,Sitio Arqueologico,site,7.82,INC_GeoGPSPeru,cusco,anta,mollepata,,
CARAHUARCO SECTORES A B C D Y E,-14.575871873133337,-74.88683300093334,SITIO ARQUEOLOGICO,site,7.87,INGEMMET,,,,,ZA010764
CARAHUARCO SECTORES A B C D Y E,-14.576644108999995,-74.88786577666666,SITIO ARQUEOLOGICO,site,7.89,INGEMMET,,,,,ZA010764
Camino Huancaray - Uchupampa,-13.749010837,-73.5407712789999,Sitio Arqueologico,pathway,7.91,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
CARAHUARCO SECTORES A B C D Y E,-14.575599474062493,-74.8854472864375,SITIO ARQUEOLOGICO,site,7.91,INGEMMET,,,,,ZA010764
Tanmani,-13.7803634239999,-73.6036719389999,Sitio Arqueologico,site,7.92,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
Qaqapaqcha,-13.8548801779999,-73.7531300699999,Sitio Arqueologico,site,7.93,INC_GeoGPSPeru,ayacucho,sucre,chalcos,,
Cabra Machay,-13.7836952559999,-73.6109773699999,Sitio Arqueologico,site,7.95,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
S/N,-13.5401713229999,-72.8052454329999,Sitio Arqueologico,site,7.96,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
CARAHUARCO SECTORES A B C D Y E,-14.577672228411764,-74.88857751335296,SITIO ARQUEOLOGICO,site,7.96,INGEMMET,,,,,ZA010764
Wamanilla,-13.9649132729999,-73.6508668069999,Sitio Arqueologico,site,8.0,INC_GeoGPSPeru,ayacucho,sucre,paico,,
LAS CHULLPAS DE AYAPATA,-13.74000321078261,-73.5246572863261,SITIO ARQUEOLOGICO,site,8.0,INGEMMET,,,,,ZA010025
CARAHUARCO SECTORES A B C D Y E,-14.578949868333329,-74.889913918,SITIO ARQUEOLOGICO,site,8.02,INGEMMET,,,,,ZA010764
Media Luna 1,-14.622173615,-75.3080992229999,Sitio Arqueologico,site,8.03,INC_GeoGPSPeru,ica,nazca,changuillo,,
NN,-13.4161537639999,-72.5584020679999,Sitio Arqueologico,site,8.03,INC_GeoGPSPeru,cusco,anta,limatambo,,
Los Tambos de Chalco,-13.8518246399999,-73.7495935259999,Sitio Arqueologico,site,8.06,INC_GeoGPSPeru,ayacucho,sucre,chalcos,,
Huamank'asa,-13.5370876499999,-72.796767584,Sitio Arqueologico,site,8.08,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Pabluyuq,-13.9395785549999,-73.9275306029999,Sitio Arqueologico,site,8.15,INC_GeoGPSPeru,ayacucho,víctor fajardo,canaria,,
Huiton,-13.7765702769999,-73.601114074,Sitio Arqueologico,site,8.17,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
NN,-13.299245239,-72.6519990549999,Sitio Arqueologico,site,8.17,INC_GeoGPSPeru,cusco,la convencion,santa teresa,,
Cerro Señal Buverayooc,-13.72630548,-73.5018639909999,Sitio Arqueologico,site,8.23,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
Qyullaqasa,-14.0156855639999,-74.0827619899999,Sitio Arqueologico,site,8.26,INC_GeoGPSPeru,ayacucho,víctor fajardo,canaria,,
Ranra Orqo,-13.5483858119999,-72.8135381009999,Sitio Arqueologico,site,8.36,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Chuchka Pampa 1,-13.9699822669999,-73.9931912849999,Sitio Arqueologico,site,8.38,INC_GeoGPSPeru,ayacucho,víctor fajardo,canaria,,
Pukara,-13.8517500819999,-73.7562555049999,Sitio Arqueologico,site,8.4,INC_GeoGPSPeru,ayacucho,sucre,chalcos,,
Ingiria Machay,-13.78500922,-73.6227992119999,Sitio Arqueologico,site,8.4,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
SULKE  QOCH,-13.2972134219999,-72.3162225449999,Sitio Arqueologico,site,8.4,INC_GeoGPSPeru,cusco,urubamba,ollantaytambo,,
Cerro Challhuaya,-13.7746079759999,-73.6025870349999,Sitio Arqueologico,site,8.43,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
Sondor,-13.606123673333334,-73.26656753666667,Sitio Arqueologico,site,8.45,MinCultura_BIP,,,,030209,
Cochacajas,-13.6596774999999,-73.032511214,Sitio Arqueologico,site,8.46,INC_GeoGPSPeru,apurimac,andahuaylas,huancarama,,
Cerro  Aurcciracca o Muyumuyo,-13.776754079,-73.60802179,Sitio Arqueologico,site,8.49,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
"APU HUAYHUACA PREDIO 1, 2 Y 3",-13.663645348999998,-73.38437903678125,SITIO ARQUEOLOGICO,monumental,8.6,INGEMMET,,,,,ZA010216
S/N,-13.5541573299999,-72.8194243919999,Sitio Arqueologico,site,8.64,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
CARAHUARCO 1,-14.584601655764713,-74.8883903007059,SITIO ARQUEOLOGICO,site,8.66,INGEMMET,,,,,ZA010725
Ancapaccha,-14.074841862,-73.85741855200001,Sitio Arqueologico,site,8.68,MinCultura_BIP,,,,050906,
Punchayoq Moqo,-13.544180841,-72.7987803789999,Sitio Arqueologico,site,8.68,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
PANTICALLA,-13.132800443,-72.3343627759999,Sitio Arqueologico,site,8.71,INC_GeoGPSPeru,cusco,la convencion,huayopata,,
Ranchanja,-13.8502140199999,-73.7599737879999,Sitio Arqueologico,site,8.73,INC_GeoGPSPeru,ayacucho,sucre,chalcos,,
Sondor,-13.6053824809999,-73.2714313149999,Sitio Arqueologico,site,8.76,INC_GeoGPSPeru,apurimac,andahuaylas,pacucha,,
Pumapunku,-13.8997901449999,-73.8600451809999,Sitio Arqueologico,site,8.76,INC_GeoGPSPeru,ayacucho,vilcashuaman,independencia,,
Apacheta,-13.7831686889999,-73.6266761079999,Sitio Arqueologico,site,8.78,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
Saywite,-13.547326397,-72.8029908319999,Sitio Arqueologico,site,8.78,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Qawira,-14.0754857975,-73.85593214000001,Sitio Arqueologico,site,8.82,MinCultura_BIP,,,,050906,
Chukupaya,-13.7363905919999,-73.5344967549999,Sitio Arqueologico,site,8.85,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
"APU HUAYHUACA PREDIO 1, 2 Y 3",-13.662046500617643,-73.38622567658824,SITIO ARQUEOLOGICO,monumental,8.85,INGEMMET,,,,,ZA010216
Toraza,-13.7723344419999,-73.6065681789999,Sitio Arqueologico,site,8.86,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
Wamancruzmachay,-13.99035872,-74.0446550039999,Sitio Arqueologico,site,8.89,INC_GeoGPSPeru,ayacucho,víctor fajardo,apongo,,
YANAHUARMI,-14.600058348545458,-74.914568535,SITIO ARQUEOLOGICO,site,8.91,INGEMMET,,,,,ZA010766
Andenes de Sihui,-13.9728891639999,-73.648117425,Sitio Arqueologico,site,8.92,INC_GeoGPSPeru,ayacucho,sucre,paico,,
"APU HUAYHUACA PREDIO 1, 2 Y 3",-13.661701678720004,-73.38724373646004,SITIO ARQUEOLOGICO,monumental,8.94,INGEMMET,,,,,ZA010216
Cerro Qorwayrachina,-13.9771974209999,-73.6555903369999,Sitio Arqueologico,site,8.98,INC_GeoGPSPeru,ayacucho,sucre,paico,,
S/N,-13.7699732319999,-73.6046492349999,Sitio Arqueologico,site,8.99,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
N/S,-13.5435172739999,-72.7911668129999,Sitio Arqueologico,site,8.99,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Media Luna 2,-14.612813246666667,-75.30935463166666,Sitio Arqueologico,site,9.02,MinCultura_BIP,,,,110302,
S/N,-13.5370680649999,-72.7771973769999,Sitio Arqueologico,site,9.05,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
SITIO ARQUE,-12.9851116279999,-72.0506454459999,Sitio Arqueologico,site,9.05,INC_GeoGPSPeru,cusco,calca,lares,,
Ataccara,-13.739984095,-73.5460055289999,Sitio Arqueologico,site,9.06,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
NN,-13.3835002739999,-72.4728728069999,Sitio Arqueologico,site,9.08,INC_GeoGPSPeru,cusco,anta,limatambo,,
Chirura,-13.8949755059999,-73.8570241229999,Sitio Arqueologico,site,9.09,INC_GeoGPSPeru,ayacucho,vilcashuaman,independencia,,
NN,-13.3362228199999,-72.7439538459999,Sitio Arqueologico,site,9.11,INC_GeoGPSPeru,cusco,la convencion,santa teresa,,
Wampu,-13.7566678659999,-73.5811089389999,Sitio Arqueologico,site,9.15,INC_GeoGPSPeru,apurimac,andahuaylas,huancaray,,
Cerro Huiton,-13.6060166809999,-73.2807876239999,Sitio Arqueologico,site,9.16,INC_GeoGPSPeru,apurimac,andahuaylas,pacucha,,
SITIO ARQUE,-13.3434044559999,-72.3917041669999,Sitio Arqueologico,site,9.18,INC_GeoGPSPeru,cusco,urubamba,ollantaytambo,,
NN,-13.0495270239999,-71.8139786799999,Sitio Arqueologico,site,9.18,INC_GeoGPSPeru,cusco,paucartambo,challabamba,,
LOS BATANES DE SURCUÑA,-14.606862780785715,-74.92294944135715,SITIO ARQUEOLOGICO,site,9.18,INGEMMET,,,,,ZA010508
Geoglífos La Peña,-14.537978456923078,-75.16035411615384,Paisaje Arqueológico,landscape,9.21,MinCultura_BIP,,,,110401,
Tallaccachi,-13.7680596409999,-73.6051507509999,Sitio Arqueologico,site,9.21,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
Ñaupallaqta,-13.9932415779999,-73.6816775169999,Sitio Arqueologico,site,9.28,INC_GeoGPSPeru,ayacucho,sucre,paico,,
Chaupi Moqo,-13.5467304519999,-72.7917651969999,Sitio Arqueologico,site,9.28,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Qananmarkapata,-13.8876497239999,-73.8467696699999,Sitio Arqueologico,site,9.31,INC_GeoGPSPeru,ayacucho,vilcashuaman,independencia,,
ACONCHE 1,-14.601625996199994,-74.9090855707,SITIO ARQUEOLOGICO,site,9.33,INGEMMET,,,,,ZA010782
Conoca Orqo,-14.0408135729999,-74.1558614169999,Sitio Arqueologico,site,9.37,INC_GeoGPSPeru,ayacucho,huanca sancos,sacsamarca,,
Cotopampa,-13.5650394519999,-72.8248580199999,Sitio Arqueologico,site,9.44,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Intiwatana 1 o Kunukaurqu,-14.036978782727273,-74.14988666999999,Sitio Arqueologico,site,9.45,MinCultura_BIP,,,,050303,
Solpatianan,-13.666296724,-73.0250350149999,Sitio Arqueologico,site,9.48,INC_GeoGPSPeru,apurimac,andahuaylas,huancarama,,
Qatun Mesapata o Mesapata,-14.238852224285717,-74.16963276285715,Sitio Arqueologico,site,9.56,MinCultura_BIP,,,,050602,
CONDOYA,-14.608443663923065,-74.91837793161538,SITIO ARQUEOLOGICO,site,9.56,INGEMMET,,,,,ZA010763
QOLQARAQAY,-13.2267265179999,-72.1537317199999,Sitio Arqueologico,site,9.59,INC_GeoGPSPeru,cusco,urubamba,urubamba,,
Patacancha,-13.9163953979999,-73.9104600599999,Sitio Arqueologico,site,9.6,INC_GeoGPSPeru,ayacucho,víctor fajardo,canaria,,
Qelolowayqo,-13.985269903,-73.6588482839999,Sitio Arqueologico,site,9.62,INC_GeoGPSPeru,ayacucho,sucre,paico,,
YANAMANCHI,-13.1235869829999,-72.3344621839999,Sitio Arqueologico,site,9.63,INC_GeoGPSPeru,cusco,la convencion,huayopata,,
PILLCO,-13.597488786769231,-73.27418495353845,SITIO ARQUEOLOGICO,site,9.68,INGEMMET,,,,,ZA010185
Uchuychaupi,-13.8406350559999,-73.7606999469999,Sitio Arqueologico,site,9.71,INC_GeoGPSPeru,ayacucho,sucre,chalcos,,
N/S,-13.5468459539999,-72.7833777949999,Sitio Arqueologico,site,9.71,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Media Luna 3,-14.6059961199999,-75.3101193049999,Sitio Arqueologico,site,9.73,INC_GeoGPSPeru,ica,palpa,santa cruz,,
San Juan de Ccapcca,-13.791338742,-73.6623959819999,Sitio Arqueologico,site,9.74,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
Markupampa,-13.531274176,-72.7517339749999,Sitio Arqueologico,site,9.75,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
San Luis,-13.545232445,-72.7787378259999,Sitio Arqueologico,site,9.78,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
San Juan de Cula,-13.792916778,-73.6666603009999,Sitio Arqueologico,site,9.79,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
CHACCOCHAYOQ-PATA,-13.55416357536364,-72.79603820081819,SITIO ARQUEOLOGICO,site,9.8,INGEMMET,,,,,ZA007743
ARPICHILLO SECTORES A Y B,-14.630080411571429,-74.95712629571429,SITIO ARQUEOLOGICO,site,9.82,INGEMMET,,,,,ZA010772
S/N,-13.564774451,-72.8162423769999,Sitio Arqueologico,site,9.84,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
NN,-12.9396104589999,-71.9770230929999,Sitio Arqueologico,site,9.84,INC_GeoGPSPeru,cusco,calca,yanatile,,
Sullkawillka,-13.8108344579999,-73.703892934,Sitio Arqueologico,site,9.86,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio,,
ARPICHILLO SECTORES A Y B,-14.631592601647064,-74.95874882158824,SITIO ARQUEOLOGICO,site,9.89,INGEMMET,,,,,ZA010772
Rangra Orjo,-13.7744292699999,-73.6319249509999,Sitio Arqueologico,site,9.9,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
Kantuyoq,-13.540134264,-72.7663723619999,Sitio Arqueologico,site,9.9,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
S/N,-13.5544141419999,-72.7931074039999,Sitio Arqueologico,site,9.97,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Chaupi,-13.8380712999999,-73.7614259029999,Sitio Arqueologico,site,10.0,INC_GeoGPSPeru,ayacucho,sucre,chalcos,,
Media Luna 4,-14.6033555309999,-75.3105241229999,Sitio Arqueologico,site,10.01,INC_GeoGPSPeru,ica,palpa,santa cruz,,
Raqaraqay 1,-13.914591615,-73.9154847189999,Sitio Arqueologico,site,10.03,INC_GeoGPSPeru,ayacucho,víctor fajardo,canaria,,
Raqaraqay 2,-13.9165116709999,-73.9203439539999,Sitio Arqueologico,site,10.08,INC_GeoGPSPeru,ayacucho,víctor fajardo,canaria,,
Leclecpampa,-13.5713667529999,-72.8240244609999,Sitio Arqueologico,site,10.11,INC_GeoGPSPeru,apurimac,abancay,tamburco,,
S/N,-13.555924715,-72.7932781869999,Sitio Arqueologico,site,10.11,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Anaypampa,-13.5427981039999,-72.7671787159999,Sitio Arqueologico,site,10.12,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Qorisuysuña,-13.5452699289999,-72.7717828279999,Sitio Arqueologico,site,10.13,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Coripampa,-13.525889908,-72.7328435549999,Sitio Arqueologico,site,10.16,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Huampo I,-13.7584968699999,-73.6053831369999,Sitio Arqueologico,site,10.17,INC_GeoGPSPeru,apurimac,andahuaylas,san antonio de cachi,,
Jejeray,-13.5598052889999,-72.7988489719999,Sitio Arqueologico,site,10.22,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Huaycarcuchu,-13.5364262269999,-72.7518980109999,Sitio Arqueologico,site,10.25,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Wamancruzpampa,-13.9847881539999,-74.0648772829999,Sitio Arqueologico,site,10.44,INC_GeoGPSPeru,ayacucho,víctor fajardo,canaria,,
Corrales de Pelatanqa,-14.0056501859999,-73.6827640309999,Sitio Arqueologico,site,10.45,INC_GeoGPSPeru,ayacucho,sucre,paico,,
Machaypunku,-13.9668373329999,-74.0290493919999,Sitio Arqueologico,site,10.45,INC_GeoGPSPeru,ayacucho,víctor fajardo,canaria,,
Molinuyoq,-13.5544249669999,-72.7820883429999,Sitio Arqueologico,site,10.52,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Wamancruz Korral,-13.9835574489999,-74.0645767339999,Sitio Arqueologico,site,10.55,INC_GeoGPSPeru,ayacucho,víctor fajardo,canaria,,
Media Luna 5,-14.5974168689999,-75.3094295359999,Sitio Arqueologico,site,10.55,INC_GeoGPSPeru,ica,palpa,santa cruz,,
NN,-13.1507853869999,-71.985072967,Sitio Arqueologico,site,10.56,INC_GeoGPSPeru,cusco,calca,lares,,
NN,-13.48767169,-72.6488592039999,Sitio Arqueologico,site,10.57,INC_GeoGPSPeru,cusco,anta,mollepata,,
NN,-13.3877306139999,-72.4515028679999,Sitio Arqueologico,site,10.57,INC_GeoGPSPeru,cusco,anta,limatambo,,
La Muña,-14.556140411904762,-75.22598584095239,Zona Arqueologica Monumental,monumental,10.59,MinCultura_BIP,,,,110403,
Sillarumiyoq,-13.5513117439999,-72.7744419639999,Sitio Arqueologico,site,10.6,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Qatunchaupi,-13.8357056599999,-73.7691820089999,Sitio Arqueologico,site,10.62,INC_GeoGPSPeru,ayacucho,sucre,chalcos,,
Limacpampa,-13.545394342,-72.7614374839999,Sitio Arqueologico,site,10.66,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
